,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_exp,aleatorio2_cuarta,Beneficio
275,0.73,2.04,15.2,0.057,1.02042,3.02,-0.48,14.0,4,3.24,R,*,1.0,0.0,0.14846951858472657,0.7827570800573321,13.148730289252377,159.40506134018318,11.342816300626733,9.676473475796367,1.4282435091863133,1.6726367463153868,0.6863721722963547,1.9892354009495403,1.9297524380738358,2.3062042771529687,1.6659077426452484,52.65014796718342,598
276,0.3,1.78,19.6,-0.245,0.9973,3.24,0.4,5.7,4,2.96,R,*,2.0,0.0,0.22330678353121802,0.40365498559586066,9.395812310782611,117.39218071890201,12.243321078418381,4.631661204896739,1.3427652279940074,1.7687889157630847,1.077222194412335,1.2693096447120944,1.9297524380738358,1.7657208696465092,2.1552658813565375,3.7222535828888694,706
277,1.24,1.06,15.1,0.033,1.01979,4.04,0.47,10.4,2,1.0,R,**,1.0,7.6923076923076925,0.705190119278947,0.7003203614789855,18.4154488217337,50.31657119443419,11.322749998215365,9.208342083481208,1.426110407591773,2.081319036526047,1.1026310555354846,1.7145127961874087,1.3645593560288818,1e-08,11.316487638802036,33.73359965034853,409
278,0.28,1.71,3.0,0.028,0.99303,2.05,1.17,9.2,2,1.3,M,*,1.0,7.6923076923076925,0.22309616481356587,0.5836210167543614,9.236569311403342,108.11062541314719,9.025851778716826,9.112275558109134,1.3250587607081927,1.1570406679967187,1.3264845369401412,1.6125713454780422,1.3645593560288818,0.041401305376025294,2.1537042668133086,16.269311152584855,569
279,0.4,-0.16,0.9,0.048,0.993,3.22,0.27,8.7,2,2.7,B,*,2.0,0.0,0.5857117351076778,0.48828257865845703,10.21244240794659,11.975047916773864,8.653704348814038,9.499564103791053,1.324931825249368,1.7602648553397768,1.0282498990893862,1.5681410760014236,1.3645593560288818,1.32836598819622,7.501398618507566,7.970673249593244,932
280,0.21,0.69,14.5,-0.211,0.9657,3.55,1.81,9.8,3,3.85,B,**,1.0,7.6923076923076925,0.23547167150090886,0.6141762527250684,8.689936741216398,32.55643628681798,11.202725251328483,5.107818497308473,1.1902145200300431,1.8960177151195352,1.4948560948200513,1.6643227560403107,1.6712221139600012,3.733182442004116,2.247409393202831,19.953843931254642,860
281,0.14,-0.15,1.0,0.067,0.99268,3.53,-1.21,10.6,3,4.32,R,*,1.0,0.0,0.7164013967909207,0.627510229898487,8.159976502914683,12.116784189916842,8.671248003770678,9.874953659347124,1.3235755713782833,1.8880681419019596,0.1809997218727653,1.730919435530132,1.6712221139600012,5.065931322535391,11.761636380920798,21.744097662177698,465
282,0.22,-2.24,8.0,0.637,1.03059,2.41,0.48,9.1,2,1.0,M,*,2.0,0.0,0.12780504819617433,0.707720703607181,8.76700635337258,1.0360334279110355,9.943450181193278,24.519057623113078,1.461426360141799,1.3712099488677902,1.1062087583132072,1.6037837641820891,1.3645593560288818,1e-08,1.5515520350636929,35.182350778034994,585
283,0.24,-0.41,8.7,0.06,0.994,2.05,0.31,7.7,1,3.77,R,**,1.0,0.0,0.7768707193183826,0.12639515277442914,8.922166332698326,8.92327826604641,10.075458099562642,9.73580595976804,1.3291434907809485,1.1570406679967187,1.0435753256400038,1.4752717086065819,0.9649150833430776,3.5265523166466557,14.482505032992933,0.0357364532884236,415
284,1.59,0.49,7.3,0.467,0.96302,3.13,0.43,6.0,2,1.86,R,*,3.0,0.0,0.6428489884379305,0.32836298909503914,22.541942265933816,25.729692801047534,9.812312753847019,19.466430493891426,1.1742516723056908,1.7213843140988117,1.0881908542844756,1.3022821968250657,1.3645593560288818,0.340009000693528,9.131416582130013,1.6297515004495735,765
285,0.28,0.78,-15.6,-0.093,0.992,3.05,0.31,11.7,4,1.08,R,*,3.0,0.0,0.4843055523185473,0.9530817034396399,9.236569311403342,36.19327446871926,6.00229463936621,6.94106625802489,1.3206796084552703,1.6860713171445327,1.0435753256400038,1.818512000050223,1.9297524380738358,0.002952056263823343,5.291552335056356,115.72741551413408,344
286,0.23,-0.43,73.7,-0.127,0.9963,3.11,0.32,9.8,3,2.73,R,*,2.0,0.0,0.5398638656299861,0.15349051444800144,8.84441621719989,8.715738879926072,26.126634105486538,6.384068658247713,1.3386812226263198,1.7126243281126927,1.0473702632020228,1.6643227560403107,1.6712221139600012,1.375659032054428,6.406475407978222,0.07774343176425921,625
287,2.73,0.43,37.6,-0.155,0.99293,3.47,0.51,10.8,3,4.64,M,Desc,2.0,0.0,0.26396907992986307,0.20384786910018216,38.87227835563933,23.97584505795192,16.28534913837301,5.942854629615963,1.3246355005496406,1.8640160154138072,1.1168657021043384,1.7471720168035931,1.6712221139600012,6.089512203738136,2.4789839025823315,0.24195383698831452,459
288,0.155,0.08,1.6,0.243,0.98975,3.57,1.84,6.8,1,1.01,R,****,3.0,0.0,0.5867288890882529,0.47440914847759186,8.272135872978795,15.882540463138678,8.776883001091859,13.698014000248602,1.31095902055937,1.9039340964511053,1.502093600379251,1.3863804586728188,0.9649150833430776,4.7322065997893435e-05,7.527702672379613,7.102577396311037,622
289,0.2,-0.01,3.5,0.279,1.03306,3.19,3.05,17.6,4,2.82,M,*,1.0,0.0,0.23021604156534692,0.40202357045705683,8.613207380731344,14.286602255562109,9.1156130426359,14.556894595718774,1.4691536619776777,1.7474008010675137,1.7574014174291799,2.2303723528799826,1.9297524380738358,1.5225014381196016,2.207126669065174,3.662432886110948,582
290,0.29,-1.18,-41.7,-0.397,0.9906,2.48,-2.25,4.9,2,1.8,R,***,3.0,0.0,0.23532146354697359,0.3730966362269118,9.316020685257413,3.606166212101382,2.7958630320384406,2.7877931560984037,1.3146566153068946,1.4090788694785512,-2.5813813653407967,1.1768751497660266,1.3645593560288818,0.2942284454675089,2.2462479545151344,2.716617818531455,753
291,0.7,-0.62,53.9,0.027,1.01469,3.28,0.39,12.7,2,1.63,R,****,1.0,0.0,0.8680552034545375,0.06671700384482604,12.866483702114765,6.969667576810541,20.442245232460866,9.093122701918592,1.4084793886108835,1.7857149726902994,1.0735390746566091,1.8946307593709606,1.3645593560288818,0.1824857642327197,19.82100818736563,0.002769408019353116,684
292,0.25,-1.05,5.7,-0.126,1.00275,3.21,0.88,4.5,2,3.97,R,**,2.0,0.0,0.5168528642816798,0.06567493306694927,9.00025669986789,4.202204738793375,9.515838845387258,6.400118471732803,1.3643935240995781,1.7559873083691044,1.2397360157945525,1.1278205487246806,1.3645593560288818,4.054157128908195,5.918715916634768,0.002600244505826521,640
293,0.17,-0.36,4.7,0.047,1.03405,3.16,0.48,16.7,2,3.99,R,***,2.0,0.0,0.550825062015584,0.7097864379478115,8.38506080930294,9.464005871587682,9.332852118579584,9.48000825504136,1.4722168961441067,1.7344413389326296,1.1062087583132072,2.1725986731254032,1.3645593560288818,4.108939684926794,6.65275444443849,35.59495715711707,454
294,0.44,0.32,-3.7,-0.193,1.02982,5.26,0.64,10.3,4,1.97,M,*,3.0,0.0,0.1005008019991982,0.7963712167131624,10.548621493603738,21.065059055830158,7.865900318685752,5.369331795645847,1.458992196213294,2.483320932603506,1.1617768213000939,1.706250317593399,1.9297524380738358,0.4325338364757912,1.4124012745308443,56.41000101559253,313
295,1.63,0.28,-2.1,0.032,0.98946,2.64,0.29,13.0,1,2.27,R,****,3.0,0.0,0.2618342964679663,0.5050512610145504,23.040081147047452,20.096583377782547,8.135655482272902,9.189088479150879,1.30969030033702,1.4920315683881578,1.0359419706647603,1.9168770592719186,0.9649150833430776,0.7414004793980636,2.4608384992548027,9.123450486746558,1162
296,0.45,0.19,37.5,0.028,0.991,3.08,-0.37,12.3,4,2.7,M,*,3.0,0.0,0.42646648044389435,0.06280174992955467,10.633516894195843,18.07720207484877,16.261303448427423,9.112275558109134,1.3163859175068564,1.6993996845564248,0.7444331335603878,1.8645561901813028,1.9297524380738358,1.32836598819622,4.336489142791777,0.002173846483975707,382
297,0.24,1.35,20.3,0.041,0.95651,3.84,-2.32,10.9,2,1.47,B,**,3.0,0.0,0.08522125197123254,0.40911081670326976,8.922166332698326,70.77898230836499,12.389754276599291,9.363096304730316,1.1325043653294016,2.0077525385330417,-9.210340371976182,1.7552418745871827,1.3645593560288818,0.10158107940344507,1.3400520482687628,3.927643093448449,700
298,1.36,-0.85,-97.8,0.046,0.97275,3.33,0.29,9.6,5,3.84,B,***,3.0,0.0,0.7288898486727085,0.9286589551464878,19.78329184341535,5.317156792370303,1e-08,9.460472555919624,1.2293919341331248,1.806649559999193,1.0359419706647603,1.6472529472634223,2.1575230219663686,3.707031982617453,12.278142714181314,104.31284985568446,491
299,0.29,0.09,-7.3,0.027,0.94976,1.16,-0.87,8.1,2,1.66,R,***,1.0,0.0,0.1819612256378167,0.48757611877618423,9.316020685257413,16.07052568949711,7.275579355668366,9.093122701918592,1.0837000214158936,0.01,0.4481836967136657,1.5131036125216777,1.3645593560288818,0.20027489861933184,1.869419702795976,7.924638830242264,663
300,1.7,0.32,76.6,0.053,0.94295,2.41,-0.66,8.8,2,2.23,B,***,3.0,0.0,0.20161197400644992,0.17566535603916866,23.924923878334713,21.065059055830158,27.017670014235048,9.597645591958875,1.0266920511166309,1.3712099488677902,0.5834296615724451,1.5771272669780634,1.3645593560288818,0.6954388108323433,2.000213404568804,0.13340405497392355,582
301,-1.04,0.24,71.5,0.039,0.94804,3.05,2.12,11.0,3,2.57,R,***,1.0,7.6923076923076925,0.359887523769177,0.8745017454039632,1.7357171318194011,19.172633809843806,25.46064206384271,9.324286851650292,1.0701461965352193,1.6860713171445327,1.5672314983649709,1.7632747999977538,1.6712221139600012,1.1329883638294849,3.4485062500170596,82.02542246731281,685
302,0.9,0.14,3.9,0.307,0.99344,3.07,-0.43,15.9,2,1.89,R,*,3.0,0.0,0.6751407378319451,0.872748295440524,14.805970400457094,17.04435802070843,9.187741825983732,15.242966903289926,1.3267899005893131,1.694968540734454,0.7131820980027248,2.1199229086086895,1.3645593560288818,0.36414009692917476,10.204708377590928,81.36948129150305,221
303,0.29,-0.73,-25.8,-0.312,1.02731,2.72,2.06,15.0,2,5.74,R,***,1.0,0.0,0.7123862970149298,0.7916762137535696,9.316020685257413,6.123515511138365,4.605149043244919,3.7615275125148395,1.4509716799127212,1.531824295209722,1.5536261320926499,2.0590525249295606,1.3645593560288818,10.32590803419086,11.600237499053856,55.09135910770295,498
304,0.91,0.08,-10.7,0.067,0.99648,3.52,0.53,11.0,3,1.7,M,*,2.0,0.0,0.987195155353972,0.6180517436952889,14.906517377921043,15.882540463138678,6.739194497983041,9.874953659347124,1.3394191041594878,1.8840807771096564,1.1239077550426675,1.7632747999977538,1.6712221139600012,0.22528051933606794,29.866844286426694,20.462321960543566,116
305,0.6,1.81,7.1,0.045,0.97212,2.69,0.43,10.6,4,1.02,M,*,3.0,0.0,0.7609969951837228,0.047694825695783316,11.947778103612666,121.61006178590664,9.775004803568661,9.44095700642585,1.2260411215080065,1.5170243472079759,1.0881908542844756,1.730919435530132,1.9297524380738358,0.0001865466225615064,13.71258133036591,0.0007222590075302822,318
306,-0.3,0.27,7.5,0.041,0.99535,3.17,0.79,10.0,3,1.86,R,**,2.0,0.0,0.5971613133193313,0.5504136865819632,5.210560237165622,19.861503278456823,9.849691764617061,9.363096304730316,1.3347664883542183,1.7387718918792667,1.2112087698470553,1.6812192600250566,1.6712221139600012,0.340009000693528,7.802872271245858,12.870382024630821,500
307,0.31,0.67,10.9,0.06,1.0299,3.24,0.83,14.6,7,3.3,B,***,1.0,0.0,0.8687041359928892,0.8581704120263887,9.47594418797894,31.799232196596794,10.49600720293519,9.73580595976804,1.459245663909739,1.7687889157630847,1.223988118287611,2.031413638924291,2.5528078318668737,2.4313972242277697,19.86532247080008,76.067229583963,944
308,0.22,1.07,10.2,0.038,0.99725,1.66,2.01,10.0,2,1.54,B,****,2.0,0.0,0.6242354741850727,0.4477150541374524,8.76700635337258,50.91211647558858,10.361263455636045,9.30491234955222,1.342561911273732,0.8672639099775816,1.5421451939215833,1.6812192600250566,1.3645593560288818,0.1340816355634326,8.564832273233725,5.633745840122157,884
309,-0.41,0.25,3.8,0.086,0.992,3.11,0.4,17.6,3,2.11,M,*,3.0,0.0,0.23575215117877946,0.16001768104035974,4.576132301244299,19.399560472804033,9.169682982462394,10.257617230595848,1.3206796084552703,1.7126243281126927,1.077222194412335,2.2303723528799826,1.6712221139600012,0.5663774042294909,2.2495797274197398,0.09184119926361635,357
310,-0.04,-0.29,21.2,-0.296,0.99907,1.93,2.25,13.1,3,2.4,R,**,2.0,0.0,0.176437375277267,0.5175133833218497,6.873778230428149,10.27651337097032,12.579304620253604,3.9610995848769956,1.349903875687371,1.0762211212879946,1.5960897333726392,1.9242353396520266,1.6712221139600012,0.9009322324441673,1.8342182355773644,10.057931310352062,510
311,-0.89,-2.09,-35.0,0.033,0.94348,2.16,-2.32,13.3,4,1.85,B,***,2.0,0.0,0.8758171051413304,0.5727624472156791,2.2895158562671987,1.2360198982835566,3.503514462510508,9.208342083481208,1.0314786172483197,1.2264556164408096,-9.210340371976182,1.9388681250593953,1.9297524380738358,0.33214912692944387,20.35759571293698,15.091770142134045,844
312,-0.7,0.45,-38.6,0.029,1.04011,4.29,-1.17,7.3,2,2.8,M,**,2.0,0.0,0.256610579867262,0.20759478962394096,3.10089553034179,24.546758463412502,3.1133709045626765,9.131448563927636,1.4905633588859584,2.169772402022967,0.21639874653480579,1.4364437636760499,1.3645593560288818,1.489226404893381,2.416995691456254,0.26024534666344734,592
313,0.14,0.18,-3.8,-0.2,0.9996,3.42,0.54,8.2,2,5.83,M,**,1.0,0.0,0.3365341008125533,0.5117738806307232,8.159976502914683,17.865743719993063,7.849191624506383,5.266856418949393,1.3520195615524937,1.8437329081958174,1.1274102719549604,1.5224147017908567,1.3645593560288818,10.721741377198573,3.182200756831442,9.619057027482878,562
314,-0.22,0.33,2.1,0.052,0.98945,3.37,-1.15,11.0,2,1.24,R,**,3.0,7.6923076923076925,0.022779812290422474,0.8765887270911492,5.697821499386788,21.31438440173779,8.865400706406488,9.577988995069393,1.3096464855535208,1.823224168282454,0.23363917619215593,1.7632747999977538,1.3645593560288818,0.026503346980088355,1.0809316928479948,82.81129319239479,549
315,0.92,0.02,10.1,0.066,0.99865,3.47,1.29,11.8,3,5.24,B,Desc,2.0,0.0,0.41902555089073334,0.4798132496050723,15.00740460705612,14.799917442285265,10.342085409370707,9.85501496766624,1.3482202014535085,1.8640160154138072,1.360289690825361,1.8262666498431863,1.6712221139600012,8.262404829954678,4.2268538910531,7.431820478505367,957
316,-0.31,0.33,-51.8,0.037,1.02928,2.94,-0.77,6.1,2,2.13,M,**,2.0,0.0,0.3248275836529687,0.29266772759837756,5.151183711908049,21.31438440173779,1.8798242083644672,9.285557997082101,1.4572778240482942,1.6362720479176398,0.5148709499952644,1.3130890686356016,1.3645593560288818,0.5869685137576424,3.056548606386942,1.0284060916968716,571
317,1.38,0.42,-29.7,-0.179,0.99545,4.31,0.65,11.9,7,5.02,M,**,2.0,7.6923076923076925,0.5011765418918347,0.6339433580382319,20.016029203758066,23.695387234266697,4.119791520786436,5.577244544348506,1.335180189688998,2.176693396912505,1.1651494004152032,1.833988510959719,2.5528078318668737,7.427258112618807,5.6078715248972735,22.649659812255745,416
318,0.82,1.27,-25.9,-0.471,0.99604,3.01,-0.04,11.9,4,2.45,B,**,1.0,0.0,0.42112576382855527,0.2322541319193887,14.013843640906064,64.42039899508917,4.592366441231004,2.058611742374472,1.337613234826425,1.668134512362097,0.9007723288769761,1.833988510959719,1.9297524380738358,0.9664266610758188,4.257514754684921,0.40777920719159755,648
319,-0.48,2.73,14.0,0.597,0.96277,3.65,0.41,4.0,3,1.66,MB,***,2.0,0.0,0.968784295169891,0.6606919076320146,4.193841288211737,359.0045060292498,11.103193169803069,23.277815148253804,1.1727290016357304,1.9352758237411596,1.0808917985613016,1.0633246353356438,1.6712221139600012,0.20027489861933184,28.03321616346481,26.72160647697488,1026
320,-0.49,-0.71,61.0,-0.453,0.9984,2.39,1.83,8.7,2,3.51,R,****,2.0,0.0,0.9456972858252545,0.4456971825318229,4.1405892930344494,6.269328811374686,22.400492640343067,2.2258247818707995,1.347215011933856,1.360196624129035,1.4996869140025408,1.5681410760014236,1.3645593560288818,2.895629730064958,25.892122809354998,5.532850628117001,634
321,0.23,-2.21,9.2,0.044,0.95071,3.09,0.56,9.5,4,1.65,R,***,2.0,0.0,0.07277295954640595,0.6841800874843162,8.84441621719989,1.0732579325893636,10.170282423514095,9.42146160656003,1.090973318931429,1.7038193042871266,1.134378716360675,1.6386513632451654,1.9297524380738358,0.19425327466656206,1.2838573150226218,30.72938232600392,582
322,0.6,1.65,7.0,0.53,0.9944,3.33,0.58,10.7,1,3.28,MM,**,1.0,0.0,0.7739922374020273,0.5264227608388033,11.947778103612666,100.7413350818696,9.756377476113864,21.270960344278144,1.3308170032660043,1.806649559999193,1.1412989373970328,1.7390647125103604,0.9649150833430776,2.3892985919072394,14.339750033917737,10.768728220891116,166
323,0.52,1.59,96.8,-0.59,1.001,3.28,-0.74,8.2,8,1.5,R,**,1.0,7.6923076923076925,0.5067189274244243,0.20589648586615072,11.237311745132136,93.87436762384453,33.638674082171796,1.117397451333103,1.3575609010622274,1.7857149726902994,0.534039731461125,1.5224147017908567,2.729063748706473,0.11495841424290253,5.7158597831354845,0.2518307221209429,519
324,0.2,0.6,5.9,0.034,0.99642,3.47,1.71,8.5,2,2.33,MM,**,3.0,0.0,0.47305613997350826,0.7274434526136352,8.613207380731344,29.28504146851087,9.55264937222384,9.227615837439496,1.339173279155534,1.8640160154138072,1.4703456203337788,1.5500124097042962,1.3645593560288818,0.8131003569636162,5.090612095032065,39.27156975328328,216
325,1.09,0.35,28.8,0.038,0.9949,3.49,-0.36,10.3,3,2.02,M,**,3.0,0.0,0.452507929156553,0.554827826442828,16.77454600803488,21.821923041342732,14.237333313701408,9.30491234955222,1.3329000554963921,1.8720677266864976,0.7495479918784109,1.706250317593399,1.6712221139600012,0.47826707963581244,4.743065938567376,13.288287193029229,619
326,2.73,1.26,7.9,-0.357,1.00094,1.83,0.56,11.3,4,2.33,R,**,2.0,7.6923076923076925,0.9771144224091336,0.13034626326467214,38.87227835563933,63.66684036725246,9.924662967632193,3.227886423367928,1.3573248036148098,1.0039136237727169,1.134378716360675,1.7871569506664755,1.9297524380738358,0.8131003569636162,28.848479368693134,0.040421226599808374,695
327,0.29,0.13,96.0,0.044,0.992,2.21,1.71,12.6,3,3.87,R,***,1.0,0.0,0.06980711977126874,0.47747022096248226,9.316020685257413,16.84498137537871,33.36267036389681,9.42146160656003,1.3206796084552703,1.2567410425597496,1.4703456203337788,1.8871570502615278,1.6712221139600012,3.785759098249139,1.2708201427237877,7.287697625331563,583
328,-0.37,0.33,24.3,0.053,0.99402,2.89,-0.21,9.5,4,1.18,B,**,2.0,7.6923076923076925,0.12953212144409743,0.3173286581602264,4.802069845456273,21.31438440173779,13.243214624607024,9.597645591958875,1.3292273166403472,1.613127876469075,0.8232881065440429,1.6386513632451654,1.9297524380738358,0.014914238244517335,1.5608011839788478,1.4214466609381509,782
329,-0.41,0.25,-9.1,-0.378,0.9916,3.37,0.43,8.4,2,2.78,R,*,1.0,0.0,0.10658493164681304,0.3603657554490971,4.576132301244299,19.399560472804033,6.989052723899096,2.992817607273909,1.3189671617624734,1.823224168282454,1.0881908542844756,1.540868095663781,1.3645593560288818,1.4563190216294226,1.4422856715703958,2.3643254285569735,117
330,-0.77,-1.21,1.4,0.06,0.9952,3.37,1.47,13.9,3,2.16,MB,**,1.0,0.0,0.3208423876513493,0.23879435125621717,2.787675606548025,3.4810911980184844,8.74160027482645,9.73580595976804,1.334145214160436,1.823224168282454,1.4089467189578475,1.9821184370234002,1.6712221139600012,0.6185445217291128,3.014915413485016,0.45570096943429195,849
331,0.44,1.53,2.95,0.065,0.99884,2.06,2.18,8.6,2,1.81,R,***,1.0,16.666666666666664,0.10944575203253282,0.7427303308368283,10.548621493603738,87.47548252775417,9.016900079368934,9.835096425613312,1.348982644547882,1.1635222564219756,1.580654240534468,1.5591030922424953,1.3645593560288818,0.30162875677876444,1.45655537345437,42.678479098383185,437
332,0.76,1.45,2.2,0.027,0.99,3.12,1.21,12.4,3,2.45,R,*,2.0,0.0,0.6519528625577085,0.8182567394516613,13.434039141430127,79.61693292190606,8.883157542838177,9.093122701918592,1.312049796070907,1.7170099076692726,1.3378803709246117,1.8721201265800778,1.6712221139600012,0.9664266610758188,9.422032088625059,62.87178694548373,467
333,0.71,0.23,-9.6,0.042,0.9948,2.89,1.68,14.0,5,3.55,B,**,2.0,0.0,0.3023551505381822,0.27126077575019214,12.960225646156177,18.948361625083457,6.910483487420011,9.382531255712264,1.3324842260984386,1.613127876469075,1.4628737778795868,1.9892354009495403,2.1575230219663686,2.988650593800327,2.829075705006878,0.7589003846394838,812
334,1.18,0.31,44.8,0.071,0.9676,3.37,0.8,6.5,2,1.42,R,****,2.0,0.0,0.27325400390118026,0.929081293117454,17.749900901133742,20.81865019706756,18.06332555749074,9.954909922350234,1.2011540747497687,1.823224168282454,1.2144189500167075,1.355455211425844,1.3645593560288818,0.08112377114899699,2.5594739997430795,104.50275049373694,730
335,0.63,0.82,2.2,0.08,1.0208,3.53,-0.72,9.8,3,1.0,MB,***,1.0,0.0,0.9998224155714017,0.5351153499909339,12.219817140616463,37.9374667711087,8.883157542838177,10.135990267342752,1.42952553515762,1.8880681419019596,0.5466177808777666,1.6643227560403107,1.6712221139600012,1e-08,31.193328978180404,11.497904111043514,913
336,-0.18,-1.06,-97.8,0.089,1.00029,3.14,-0.67,9.9,3,4.95,R,***,3.0,0.0,0.0862048925331943,0.7901223275687781,5.94961817060442,4.15304938293947,1e-08,10.318702732199823,1.354759148490602,1.7257476323658765,0.5773876852869672,1.6727923416480621,1.6712221139600012,7.1708587294407256,1.3445959274554022,54.660068956462254,389
337,0.13,0.45,-47.3,-0.073,0.96219,3.56,0.54,6.7,2,3.08,B,*,3.0,0.0,0.3673593866069218,0.8065906583487134,8.085628904127518,24.546758463412502,2.265576263042196,7.279592704049686,1.1691733817741214,1.8999800287998017,1.1274102719549604,1.376149263047822,1.3645593560288818,1.988533016626397,3.5383295305980544,59.36197230848927,745
338,0.38,0.6,2.4,0.136,1.02719,2.27,0.86,5.3,2,1.38,B,*,2.0,0.0,0.012248021558129984,0.7592984132818139,10.046394375144779,29.28504146851087,8.918724511070316,11.299384736845475,1.4505848831668446,1.292146915331271,1.2334665848316455,1.2239652961370986,1.3645593560288818,0.06641234937562158,1.0424559178489754,46.61625414357764,541
339,2.63,-0.7,20.6,0.04,1.04326,3.66,0.46,10.7,2,1.29,R,**,1.0,7.6923076923076925,0.5542017103656046,0.8447278905689433,37.262861864749254,6.343532380914268,12.452777838377777,9.343681503376326,1.4998383282887042,1.939157922333304,1.0990405068279263,1.7390647125103604,1.3645593560288818,0.03868853108362152,6.7305127000315235,71.41161008768619,371
340,0.21,-0.82,-50.7,0.297,1.00567,3.44,1.68,11.4,2,2.88,R,***,1.0,7.6923076923076925,0.06505392902197393,0.7963276957076884,8.689936741216398,5.50820133066486,1.9707970770773107,14.996127612641196,1.3755707904827785,1.8518728099808017,1.4628737778795868,1.7950470601959958,1.3645593560288818,1.6245324375718424,1.2502017130981138,56.39767005068725,655
341,0.43,-1.07,1.2,-0.673,0.99245,4.38,0.21,9.7,3,2.81,M,*,1.0,0.0,0.8265985595387183,0.7704155561218484,10.464066344682761,4.104469022631789,8.706388609052723,0.6298345879088499,1.3225981824820094,2.2007454829442326,1.0048121742568648,1.6558098484641353,1.6712221139600012,1.505817965261209,17.185638660759913,49.40712547035007,479
342,0.26,0.49,6.4,0.037,0.966,2.32,0.53,9.7,2,3.7,B,***,2.0,0.0,0.2513546701185351,0.9971039157069411,9.078687318708582,25.729692801047534,9.644986578966403,9.285557997082101,1.1919619264981594,1.320927068295248,1.1239077550426675,1.6558098484641353,1.3645593560288818,3.3505763627135785,2.3736710048570253,138.63800853011153,573
343,0.31,1.79,-28.6,0.661,0.9938,4.48,-0.91,14.3,3,3.48,R,*,2.0,7.6923076923076925,0.956256182887251,0.9318046420895194,9.47594418797894,118.78163070748354,4.253951403319309,25.27927802229999,1.328304358559765,2.234656577331149,0.42021165683225625,2.0104351335965194,1.6712221139600012,2.8268291634143714,26.850274012373323,105.7335149122996,418
344,0.05,0.24,-48.3,-0.065,0.9982,3.44,1.7,9.8,2,3.88,M,Desc,2.0,0.0,0.35997159035108006,0.5667178174196685,7.503097173990769,19.172633809843806,2.1767446877138137,7.417260040790842,1.3464092372577194,1.8518728099808017,1.4678612041817451,1.6643227560403107,1.3645593560288818,3.812185295107498,3.449504066423387,14.464636894674394,473
345,1.14,-0.33,1.3,-0.923,0.98889,1.27,0.64,17.5,1,1.35,B,****,1.0,0.0,0.40181090803227293,0.961378319159443,17.31300732082298,9.80404599129016,8.723985559378125,1e-08,1.307185808225941,0.40687869408573396,1.1617768213000939,2.2240271694582776,0.9649150833430776,0.056343864196530126,3.9837186664339272,119.81025089602142,830
346,-1.1,-0.26,3.0,-0.923,0.9903,3.13,0.39,12.3,3,2.32,M,Desc,1.0,0.0,0.31347240136106047,0.9987722095555961,1.5356334973212875,10.645746746794785,9.025851778716826,1e-08,1.3133551459968913,1.7213843140988117,1.0735390746566091,1.8645561901813028,1.6712221139600012,0.800920596142943,2.939409778581889,139.5682395409506,511
347,0.21,0.39,-97.8,-0.165,0.99176,3.05,0.52,8.7,4,1.17,M,*,3.0,0.0,0.26636431672951166,0.15560622390712853,8.689936741216398,22.873544668585676,1e-08,5.7891066201308305,1.3196529405537047,1.6860713171445327,1.1203929273743929,1.5681410760014236,1.9297524380738358,0.013304413838902199,2.4995024556625887,0.08212110185198487,249
348,-0.62,-1.36,1.9,0.049,0.9934,2.66,0.51,9.4,3,3.17,R,**,1.0,7.6923076923076925,0.7896360677145207,0.21955344220569983,3.47927625780229,2.917855005216629,8.829940328911873,9.5191401021687,1.3266213070186355,1.5020785827142367,1.1168657021043384,1.6300043890316513,1.6712221139600012,2.1643278572197726,15.132910342115142,0.325616148188724,348
349,-0.87,0.72,1.6,0.029,1.01612,2.97,0.51,9.2,3,1.0,M,Desc,2.0,0.0,0.09832719509992327,0.24750970116878757,2.369139964602732,33.72618349981275,8.776883001091859,9.131448563927636,1.4134897905483297,1.650002732170333,1.1168657021043384,1.6125713454780422,1.6712221139600012,1e-08,1.4018756174256932,0.5259788213099675,398
350,0.22,0.49,-12.6,-0.286,1.02945,3.09,-0.72,12.4,3,2.44,M,*,2.0,0.0,0.401579012626451,0.8934605410017603,8.76700635337258,25.729692801047534,6.448394758078831,4.088451581737817,1.4578181863140736,1.7038193042871266,0.5466177808777666,1.8721201265800778,1.6712221139600012,0.9531439503683569,3.980540761258637,89.37371850619742,494
351,0.17,-2.27,72.2,0.15,0.99801,2.27,1.42,4.3,3,1.24,M,Desc,3.0,0.0,0.0826630112174509,0.39872190132125374,8.38506080930294,1.0001000050001667,25.671615953594227,11.600106671920324,1.3456424090144004,1.292146915331271,1.39566663802863,1.1024750455770216,1.6712221139600012,0.026503346980088355,1.328306152269591,3.5435763742065713,222
