,ID,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,Region,PrecioBotella,Etiqueta,Clasificacion,prop_missings,Beneficio,Compra
1162,2883,0.18,0.44,99999.0,0.045,0.9924,3.15,0.46,14.2,3,2.0,2.13,R,**,0.0,868,1
1163,2891,-0.06,0.02,15.6,0.179,1.0004,3.46,0.82,8.9,4,1.0,3.12,M,**,7.6923076923076925,511,1
1164,2893,-0.59,-0.54,2.0,0.045,0.94658,3.37,2.06,11.0,2,3.0,6.92,R,?,7.6923076923076925,868,1
1165,2894,1.15,0.05,35.5,0.317,1.00575,4.56,0.11,10.1,3,3.0,1.72,MM,?,0.0,0,0
1166,2896,-0.67,0.39,-16.5,-0.435,0.99054,3.27,0.27,11.5,2,3.0,6.06,M,*,0.0,493,1
1167,2899,-1.06,0.23,-37.1,0.045,0.99731,2.23,0.99,10.5,3,3.0,1.4,B,?,0.0,0,0
1168,2900,0.26,1.17,-48.3,-0.22,1.00361,3.09,0.72,11.6,4,3.0,2.83,B,****,0.0,783,1
1169,2903,0.44,-0.82,-54.8,0.039,1.02288,2.53,0.86,9.9,6,3.0,3.22,R,**,0.0,694,1
1170,2904,-0.65,0.44,99999.0,0.161,0.99685,3.11,0.45,9.1,2,1.0,2.75,B,***,7.6923076923076925,634,1
1171,2906,1.35,0.29,24.6,0.036,0.99168,2.59,0.43,12.2,3,3.0,1.7,R,**,0.0,593,1
1172,2909,-0.41,-0.8,1.1,-0.261,0.98483,3.15,0.45,11.0,2,2.0,1.04,R,***,0.0,501,1
1173,2911,0.73,0.28,7.8,-0.276,0.96835,2.96,0.6,7.0,2,1.0,5.47,r,***,0.0,1119,1
1174,2912,0.95,2.02,14.35,0.578,1.01397,3.32,0.88,8.7,5,2.0,1.66,R,**,0.0,0,0
1175,2913,0.33,-0.55,7.8,0.052,0.99657,3.39,0.65,9.5,2,1.0,2.39,r,*,0.0,599,1
1176,2923,1.61,0.71,45.6,-0.515,0.9983,2.99,0.3,9.2,3,2.0,6.25,r,***,0.0,417,1
1177,2926,0.85,-0.3,53.3,0.046,0.9998,5.03,0.39,8.7,3,2.0,1.0,M,*,0.0,261,1
1178,2929,-0.015,0.33,25.8,0.049,0.9927,2.97,1.01,10.0,1,1.0,2.83,B,*,0.0,617,1
1179,2932,1.16,-1.07,1.6,-0.202,0.9961,3.23,0.59,10.3,3,3.0,1.13,R,**,7.6923076923076925,509,1
1180,2936,0.17,-1.66,2.9,0.636,0.99243,3.45,-1.27,10.0,1,2.0,1.56,R,**,7.6923076923076925,300,1
1181,2937,0.75,0.27,28.5,-0.212,1.04625,3.29,1.95,9.1,4,1.0,2.84,B,**,7.6923076923076925,715,1
1182,2938,1.69,0.41,101.0,0.046,0.99672,4.31,-0.86,4.6,2,3.0,4.91,M,**,7.6923076923076925,353,1
1183,2941,0.01,0.66,-50.0,0.081,0.98675,3.34,0.79,25.1,5,2.0,1.55,R,***,7.6923076923076925,940,1
1184,2942,0.6,-1.03,1.3,0.042,1.01814,3.61,1.95,9.8,2,1.0,3.47,M,?,0.0,108,1
1185,2943,1.22,0.24,12.1,0.046,1.03297,2.99,-1.18,9.5,2,3.0,2.21,B,?,7.6923076923076925,0,0
1186,2944,0.31,0.19,56.0,0.086,0.993,1.56,0.44,7.4,2,3.0,1.51,R,*,0.0,300,1
1187,2945,0.38,-0.19,-105.8,0.06,1.02275,2.6,1.2,10.6,2,3.0,4.2,b,?,7.6923076923076925,0,0
1188,2947,-1.1,-0.94,49.2,0.036,0.9932,2.53,0.01,10.5,4,3.0,4.08,B,**,0.0,599,1
1189,2948,-0.16,0.31,1.8,0.249,0.97737,2.02,0.87,9.4,3,2.0,1.33,m,*,0.0,288,1
1190,2950,0.32,0.55,-18.6,0.04,0.95545,2.96,2.02,8.7,3,3.0,1.51,R,***,16.666666666666664,793,1
1191,2954,0.865,0.03,-29.1,0.449,0.995,2.48,0.44,18.2,2,3.0,5.09,R,**,0.0,559,1
1192,2956,1.2,0.32,-19.4,-0.689,0.99452,2.28,2.05,10.5,2,1.0,1.93,B,**,0.0,898,1
1193,2958,0.485,-0.14,1.5,0.065,0.994,3.63,2.11,9.7,1,3.0,4.79,R,*,0.0,290,1
1194,2959,0.21,0.44,99999.0,-0.257,0.99055,3.07,1.51,9.2,11,1.0,3.35,R,?,7.6923076923076925,0,0
1195,2960,0.3,1.62,30.75,0.025,0.9928,2.6,0.32,8.8,3,2.0,2.53,R,**,0.0,730,1
1196,2968,1.06,0.93,30.9,-0.902,0.94133,3.16,-1.12,9.3,2,2.0,3.62,R,?,0.0,0,0
1197,2971,1.1,-0.52,4.9,0.035,0.9995,3.19,0.58,12.3,3,2.0,1.83,MM,**,0.0,337,1
1198,2979,0.27,0.69,3.2,0.384,0.97473,3.04,-0.57,11.4,3,1.0,1.39,R,**,0.0,720,1
1199,2980,-0.8,0.26,99999.0,-0.321,1.02193,3.27,0.43,9.7,1,1.0,3.75,R,***,0.0,471,1
1200,2981,0.24,0.55,-41.0,-0.43,0.97599,4.06,-0.73,9.2,2,3.0,7.4,MB,*,0.0,704,1
1201,2985,0.56,0.93,68.0,0.042,0.98767,4.44,0.48,5.4,1,2.0,1.34,R,**,0.0,571,1
1202,2987,0.46,0.18,50.8,0.034,0.9896,3.08,-2.32,13.3,2,1.0,1.28,R,**,0.0,548,1
1203,2991,0.26,0.49,-32.1,0.032,1.03584,2.25,-1.05,6.4,3,1.0,6.42,M,**,0.0,801,1
1204,2992,0.19,0.27,43.9,-0.123,1.05807,3.5,0.39,11.2,1,3.0,1.82,R,**,0.0,451,1
1205,2993,1.57,1.94,47.7,0.402,1.0739,3.2,-0.89,10.4,3,3.0,1.68,r,*,0.0,540,1
1206,2994,0.28,-1.51,-38.0,-0.356,1.03522,4.25,-0.45,8.5,4,3.0,1.28,B,*,0.0,0,0
1207,2997,0.22,0.38,14.8,0.054,0.95728,3.22,0.5,12.3,4,2.0,3.75,B,**,0.0,525,1
1208,2998,1.5,-0.55,64.8,-0.348,0.97311,3.38,0.4,11.5,1,2.0,4.56,R,**,0.0,538,1
1209,3001,-1.02,-0.06,14.9,0.032,1.0739,2.91,0.61,8.9,3,3.0,1.0,r,**,16.666666666666664,867,1
1210,3002,1.6,0.16,13.1,0.072,1.04275,2.13,0.85,9.4,3,1.0,3.28,M,***,0.0,525,1
1211,3003,1.58,0.9,1.5,-0.403,0.99001,2.57,0.54,9.7,2,3.0,1.34,m,**,0.0,566,1
1212,3004,1.07,-1.34,-6.5,0.365,1.03741,2.76,0.46,8.9,3,1.0,2.9,MB,****,0.0,1321,1
1213,3008,0.32,-2.27,12.7,0.04,1.0602,3.3,-0.07,11.7,3,2.0,1.0,r,*,0.0,653,1
1214,3009,-0.38,-1.15,31.0,-0.128,0.97479,3.23,2.18,11.3,3,2.0,1.85,R,****,0.0,617,1
1215,3012,0.37,0.3,17.6,0.033,0.98894,3.14,-0.21,15.7,2,2.0,2.46,R,****,0.0,999,1
1216,3014,-2.05,-0.08,25.9,0.07,0.9978,2.33,0.71,9.3,5,1.0,2.98,M,?,0.0,0,0
1217,3016,0.38,0.33,20.1,0.509,1.03903,3.03,0.44,14.0,3,3.0,1.13,R,**,0.0,509,1
1218,3017,0.28,1.04,11.8,0.67,0.97087,3.19,0.01,11.8,3,3.0,1.77,R,*,7.6923076923076925,579,1
1219,3025,0.2,0.47,99999.0,0.593,0.99944,1.33,0.35,21.0,3,3.0,1.32,M,**,0.0,223,1
1220,3031,0.29,-0.6,7.0,0.042,0.95708,3.26,1.78,13.8,3,3.0,1.64,B,***,0.0,1341,1
1221,3035,0.26,0.37,56.2,0.047,0.9982,4.16,0.72,18.9,3,2.0,1.34,M,?,7.6923076923076925,0,0
1222,3041,0.4,0.18,9.0,0.051,0.9964,3.57,2.14,8.8,2,3.0,1.12,MB,***,0.0,726,1
1223,3046,0.04,-0.27,10.6,-0.112,1.00996,3.27,-2.32,9.3,3,3.0,1.36,B,***,0.0,994,1
1224,3047,0.19,0.27,1.6,0.054,0.94435,3.47,0.29,11.0,3,2.0,1.26,R,**,0.0,848,1
1225,3051,0.27,0.77,2.9,0.047,0.9936,3.28,0.43,9.8,2,3.0,3.54,B,?,0.0,0,0
1226,3054,0.31,-0.36,10.7,0.471,0.9977,3.85,0.43,8.7,3,3.0,2.67,M,**,0.0,366,1
1227,3055,-0.64,0.26,-90.25,0.416,1.03664,2.24,2.0,19.4,4,3.0,1.27,M,*,0.0,442,1
1228,3057,0.44,0.42,8.5,0.305,0.99197,3.32,0.46,12.0,3,1.0,3.57,b,**,0.0,913,1
1229,3059,0.12,0.03,-30.2,0.136,0.99164,3.25,0.66,16.1,1,1.0,2.76,B,?,7.6923076923076925,433,1
1230,3060,0.59,0.02,-45.9,0.042,1.00765,2.75,2.04,9.7,3,2.0,6.14,R,?,16.666666666666664,0,0
1231,3061,0.24,0.26,-43.7,-0.743,0.99316,3.44,0.51,10.4,4,3.0,5.02,B,***,0.0,1048,1
1232,3069,0.28,-0.21,99999.0,0.058,0.996,3.96,-1.17,22.3,5,1.0,2.9,M,**,0.0,252,1
1233,3070,1.49,-0.79,63.2,0.05,1.01429,3.63,2.16,8.6,2,2.0,6.5,M,?,0.0,388,1
1234,3075,0.03,1.4,0.1,0.07,0.99426,3.38,1.55,17.7,4,1.0,4.93,MM,*,0.0,0,0
1235,3077,0.58,0.33,8.5,0.042,0.99546,3.74,0.6,10.4,2,2.0,5.71,mm,*,0.0,169,1
1236,3079,0.3,-0.86,-16.6,0.028,1.04782,2.96,0.38,16.1,2,1.0,2.97,R,***,0.0,671,1
1237,3081,0.26,0.15,1.3,-0.259,0.99354,3.14,0.0,14.2,1,2.0,1.12,R,?,0.0,470,1
1238,3082,-0.83,0.0,2.0,0.084,0.95294,3.49,0.96,9.9,3,2.0,2.93,R,**,0.0,429,1
1239,3084,0.36,0.45,-9.8,0.06,0.999,2.44,0.56,8.4,2,2.0,3.39,M,?,0.0,0,0
1240,3085,0.18,0.33,-14.9,0.033,0.98946,2.92,0.85,10.5,3,3.0,2.83,MM,*,0.0,304,1
1241,3086,2.65,-0.97,7.2,-0.484,0.96966,4.36,0.55,4.0,2,1.0,3.21,M,**,0.0,420,1
1242,3087,0.42,0.58,54.4,-0.09,1.0003,2.96,-0.52,11.0,2,2.0,1.08,B,*,7.6923076923076925,439,1
1243,3092,0.25,0.33,-21.7,0.556,0.95389,3.74,0.48,9.5,4,3.0,1.0,B,**,0.0,778,1
1244,3094,1.38,1.0,19.6,-0.594,1.03921,3.33,2.1,12.0,4,1.0,5.22,R,***,0.0,507,1
1245,3095,0.2,0.19,7.8,-0.253,1.05267,3.89,0.5,9.4,3,3.0,1.99,M,?,0.0,238,1
1246,3102,1.27,-0.59,-50.4,0.076,1.00266,3.53,1.72,3.1,3,1.0,5.32,m,?,0.0,0,0
1247,3106,0.17,0.8,2.6,-0.194,1.03606,2.46,0.72,9.1,2,3.0,1.11,MM,**,0.0,342,1
1248,3119,2.19,2.58,-124.2,0.205,0.95373,3.48,0.49,101.0,4,3.0,3.01,b,?,7.6923076923076925,0,0
1249,3121,0.5,0.14,-29.6,0.089,0.97483,3.19,1.6,9.6,8,2.0,5.26,R,?,0.0,0,0
1250,3122,0.26,1.6,-22.5,0.034,0.99449,3.23,-1.25,17.7,1,3.0,5.07,R,***,0.0,476,1
1251,3123,-0.76,0.49,8.65,0.114,0.95752,2.25,0.38,13.3,4,1.0,1.63,M,**,0.0,695,1
1252,3125,-0.22,0.93,65.3,0.062,0.99374,3.97,-2.22,12.4,2,1.0,4.7,R,?,0.0,0,0
1253,3127,-0.6,0.23,99999.0,0.316,0.99062,2.39,0.57,13.4,3,2.0,5.71,B,***,0.0,1070,1
1254,3128,0.36,-1.0,-58.9,0.04,0.99173,3.33,1.53,12.2,3,1.0,1.04,R,***,0.0,911,1
1255,3129,0.43,1.18,5.5,-0.056,0.9973,3.03,0.39,8.7,3,2.0,1.02,R,*,0.0,0,0
1256,3130,1.49,0.55,2.7,0.53,1.0006,3.72,2.27,9.4,9,1.0,1.76,R,?,0.0,0,0
1257,3131,-1.195,-0.85,2.6,0.451,0.95056,3.26,-0.49,14.4,4,3.0,3.68,B,?,0.0,0,0
1258,3136,0.26,0.16,6.0,-0.223,0.98891,3.13,0.55,10.7,3,1.0,2.81,R,*,0.0,614,1
1259,3137,0.59,-1.17,2.3,-0.318,0.9955,3.57,0.58,101.0,3,2.0,2.75,M,?,0.0,0,0
1260,3138,0.43,-0.78,46.0,-0.119,1.01645,4.77,0.08,10.3,4,1.0,4.37,b,?,0.0,0,0
1261,3142,0.42,0.17,4.3,0.397,1.02966,3.14,1.92,12.8,3,3.0,1.82,R,***,0.0,873,1
1262,3144,-0.76,0.71,1.5,-0.539,1.02176,3.2,0.92,6.2,4,1.0,3.81,r,?,0.0,348,1
1263,3145,0.21,0.26,11.7,-0.133,0.97504,3.02,1.5,9.7,2,1.0,1.13,M,**,0.0,705,1
1264,3146,-0.8,-0.14,-29.7,0.583,1.02701,2.76,0.78,9.0,2,2.0,1.4,M,**,7.6923076923076925,156,1
1265,3149,0.59,0.45,2.3,0.082,1.0,2.14,1.31,12.5,9,2.0,1.99,M,*,0.0,346,1
1266,3151,-0.32,0.27,2.6,0.024,0.9906,3.4,1.24,12.2,2,2.0,2.02,B,?,0.0,1080,1
1267,3155,1.32,0.31,99999.0,0.047,1.01009,3.65,1.62,16.0,3,3.0,2.26,MM,?,7.6923076923076925,0,0
1268,3156,-0.65,0.31,-21.3,0.028,0.92255,2.98,2.4,11.4,3,3.0,2.25,MM,*,7.6923076923076925,753,1
1269,3158,0.42,-0.76,2.1,-0.163,0.96591,3.27,0.77,5.5,6,2.0,3.74,r,*,0.0,787,1
1270,3161,0.77,1.34,26.6,0.045,0.99595,2.04,-0.36,3.4,2,3.0,1.0,M,?,0.0,209,1
1271,3162,0.57,-0.71,15.55,-0.076,1.02609,3.7,0.36,9.1,3,1.0,1.11,m,***,0.0,626,1
1272,3163,0.23,0.39,4.8,0.032,0.99175,3.32,0.98,2.0,2,2.0,4.59,B,**,0.0,777,1
1273,3164,1.16,0.49,5.8,0.294,0.9942,3.07,-0.21,101.0,2,2.0,5.76,B,***,0.0,794,1
1274,3166,0.38,0.32,8.5,0.242,0.9932,3.38,0.81,7.9,3,2.0,2.59,r,***,0.0,547,1
1275,3168,-1.07,0.3,2.0,0.053,0.994,3.54,-0.47,9.6,3,2.0,1.41,M,***,0.0,333,1
1276,3171,0.52,1.99,-9.5,0.054,0.9648,3.1,1.67,11.0,2,1.0,3.25,R,**,0.0,664,1
1277,3172,1.08,0.25,-10.0,-0.051,1.0001,4.47,-1.05,4.8,2,1.0,1.0,R,**,0.0,421,1
1278,3176,0.13,0.28,5.7,0.038,1.02256,2.61,0.63,16.0,1,1.0,1.59,M,**,0.0,687,1
1279,3180,1.195,0.65,-35.5,0.366,0.96606,2.85,1.05,5.5,1,2.0,8.8,R,***,0.0,769,1
1280,3181,-1.09,0.3,5.7,0.369,0.9927,4.44,0.41,6.5,2,3.0,2.22,M,?,0.0,0,0
1281,3183,-0.97,2.9,-28.8,0.038,0.99566,3.12,0.56,5.7,4,1.0,2.01,MB,**,0.0,996,1
1282,3185,1.23,0.27,-85.7,0.051,0.994,4.43,0.09,16.9,2,3.0,2.42,B,****,0.0,725,1
1283,3186,-0.17,-0.35,32.9,0.04,1.04353,2.17,-0.14,15.3,2,1.0,2.12,R,?,0.0,592,1
1284,3191,-0.52,0.42,123.2,-0.158,1.0432,3.26,1.71,15.6,2,2.0,1.38,B,**,0.0,991,1
1285,3194,0.42,1.02,99999.0,-0.471,1.01504,2.71,0.95,101.0,8,2.0,3.54,R,*,0.0,0,0
1286,3196,1.45,0.52,3.0,0.19,1.0001,3.26,2.32,14.5,7,3.0,4.65,MM,?,0.0,186,1
1287,3197,0.18,0.26,-61.9,0.186,1.01285,3.04,2.51,101.0,3,3.0,1.43,B,*,0.0,717,1
1288,3198,1.43,1.9,15.2,0.06,0.99066,1.92,-0.45,12.4,4,2.0,3.25,MM,*,0.0,269,1
1289,3204,-0.93,0.52,7.4,-0.126,0.91473,2.61,0.33,7.6,4,2.0,3.73,M,****,0.0,425,1
1290,3207,0.26,0.26,-21.1,-0.23,1.01349,3.69,0.84,7.4,2,3.0,2.47,R,*,0.0,0,0
1291,3208,0.35,0.18,2.1,-0.092,1.0739,3.52,0.73,9.5,3,1.0,1.82,R,?,0.0,0,0
1292,3215,1.24,0.41,58.9,0.048,1.01449,3.09,2.74,101.0,2,1.0,1.04,m,**,0.0,657,1
1293,3218,0.2,0.27,3.2,-0.448,1.00526,4.22,0.53,9.5,1,3.0,1.1,R,?,0.0,982,1
1294,3219,0.32,-1.09,1.3,-0.262,1.02421,3.99,0.37,17.5,1,2.0,1.13,R,**,0.0,414,1
1295,3222,0.34,-0.15,3.8,0.035,0.94741,3.09,0.34,12.0,2,1.0,2.83,M,**,0.0,431,1
1296,3225,1.49,0.53,2.4,0.074,1.02345,2.18,-0.11,13.1,5,1.0,3.85,R,***,0.0,838,1
1297,3230,0.36,0.28,6.7,0.185,1.02596,3.17,0.55,3.9,2,1.0,1.45,M,?,7.6923076923076925,254,1
1298,3234,0.77,-0.24,4.8,0.193,0.97517,3.47,0.52,10.2,3,1.0,3.01,R,?,0.0,892,1
1299,3236,-1.07,0.0,59.4,-0.912,0.99666,2.88,-0.64,15.0,2,1.0,1.34,M,**,0.0,495,1
1300,3240,0.61,0.37,3.2,-0.18,0.99076,4.2,0.47,8.3,2,3.0,4.14,B,*,0.0,787,1
1301,3241,-1.14,-0.78,14.2,0.01,0.95596,3.14,0.46,5.7,3,3.0,3.29,r,***,0.0,842,1
1302,3247,-1.23,1.39,39.1,0.098,0.94591,4.01,0.51,9.7,2,3.0,1.09,R,**,0.0,707,1
1303,3248,0.35,-0.74,6.0,0.21,0.96986,3.1,0.47,9.4,2,2.0,1.38,B,****,0.0,535,1
1304,3250,0.53,0.64,3.5,0.103,0.99678,3.58,-0.91,15.4,4,2.0,4.45,B,?,0.0,0,0
1305,3252,2.04,-0.09,4.6,0.022,0.98397,2.37,0.54,13.8,1,3.0,2.65,B,**,0.0,711,1
1306,3254,0.6,0.49,2.8,0.254,0.97331,3.14,0.57,11.4,9,1.0,1.14,R,?,0.0,0,0
1307,3255,0.62,1.44,32.3,-0.306,0.995,3.26,0.68,9.5,2,2.0,4.54,r,?,0.0,0,0
1308,3256,0.83,0.35,-16.5,-0.11,0.99822,2.2,1.14,10.4,4,1.0,1.52,m,?,0.0,0,0
1309,3258,0.28,1.92,-45.9,0.093,1.00989,2.2,-0.93,101.0,4,1.0,1.43,MM,?,0.0,0,0
1310,3264,0.2,0.44,26.4,0.043,0.9932,1.33,0.75,6.2,3,2.0,1.22,R,*,0.0,0,0
1311,3265,-0.35,1.94,4.2,0.047,1.06082,1.93,0.76,12.3,3,1.0,1.0,R,**,0.0,432,1
1312,3266,-1.69,1.18,-23.0,0.583,1.02726,2.72,-0.45,8.8,3,2.0,1.35,B,*,0.0,404,1
1313,3268,0.105,0.82,-11.4,0.035,0.95618,4.39,-0.11,7.6,2,2.0,1.23,R,**,0.0,821,1
1314,3269,0.51,0.18,45.5,-0.399,0.99542,2.86,0.46,9.9,2,1.0,3.15,R,**,0.0,733,1
1315,3270,0.04,-0.15,6.3,0.054,0.9964,2.7,0.54,10.0,3,1.0,1.52,R,*,0.0,758,1
1316,3271,0.79,-0.97,-54.1,0.526,1.02538,3.03,0.95,8.9,3,1.0,1.0,r,*,0.0,350,1
1317,3272,0.15,0.83,-17.9,0.058,0.9946,3.52,-1.25,8.4,2,1.0,3.58,R,?,0.0,878,1
1318,3275,0.44,1.42,2.7,-0.107,0.9963,3.84,0.63,11.6,6,2.0,2.92,M,**,0.0,674,1
1319,3279,0.915,-0.03,65.4,0.314,1.02225,3.53,-0.93,9.6,3,2.0,1.36,MM,*,0.0,148,1
1320,3280,0.23,0.27,-30.3,-0.147,1.06356,4.35,1.61,12.9,1,3.0,2.84,MM,*,7.6923076923076925,392,1
1321,3282,0.68,1.0,1.5,0.386,0.99189,3.54,0.59,10.7,3,2.0,3.22,M,?,0.0,214,1
1322,3284,2.1,1.36,2.1,0.034,0.98755,3.42,-1.02,5.3,3,3.0,2.48,R,*,0.0,200,1
1323,3285,1.39,0.45,11.2,0.102,0.997,3.15,0.47,7.3,3,3.0,3.47,R,***,0.0,488,1
1324,3288,-0.64,0.29,-112.1,-0.272,0.98084,3.36,0.55,12.9,2,3.0,4.38,R,?,0.0,749,1
1325,3289,0.99,0.11,19.2,-0.418,0.97783,3.89,0.36,12.5,2,1.0,3.84,R,***,0.0,507,1
1326,3296,0.08,0.0,21.1,0.032,1.02983,3.04,0.96,8.8,1,2.0,1.23,B,?,0.0,773,1
1327,3299,0.84,2.62,12.4,0.844,0.9991,3.07,0.64,10.5,4,3.0,2.45,M,*,7.6923076923076925,371,1
1328,3306,0.37,0.67,18.6,0.289,0.95372,3.06,0.56,7.2,3,1.0,1.0,r,**,0.0,694,1
1329,3309,0.99,1.37,2.3,0.025,1.03419,3.42,-0.13,11.0,2,2.0,4.89,R,*,0.0,732,1
1330,3310,0.21,0.29,-23.95,0.41,0.99112,1.84,-0.9,11.5,2,3.0,1.0,R,***,0.0,598,1
1331,3311,-0.92,-0.24,1.6,0.032,0.9917,3.96,0.47,11.7,3,1.0,1.0,R,*,0.0,766,1
1332,3312,0.67,0.34,2.0,0.06,0.9958,3.26,-0.21,10.1,4,2.0,1.81,r,*,0.0,634,1
1333,3319,0.1,0.78,28.5,0.688,0.97518,3.04,-0.99,13.4,2,3.0,5.89,R,****,0.0,880,1
1334,3323,0.27,-1.12,6.2,0.03,0.994,3.8,1.07,11.1,3,1.0,3.18,B,****,0.0,895,1
1335,3324,-0.64,-0.02,-46.3,0.174,0.9941,2.47,-0.97,11.1,3,3.0,1.0,M,?,0.0,695,1
1336,3325,0.705,0.1,49.7,0.084,0.9976,3.39,-0.68,9.7,4,3.0,3.69,R,?,0.0,0,0
1337,3326,-0.97,-0.61,12.8,-0.172,0.98986,2.63,-2.32,18.4,2,1.0,1.36,R,?,0.0,606,1
1338,3327,-0.55,0.49,-36.0,0.03,0.9902,2.26,0.49,5.9,2,1.0,1.0,R,?,0.0,0,0
1339,3328,1.4,0.34,99999.0,0.026,1.05518,3.87,0.48,13.0,1,3.0,1.99,B,**,7.6923076923076925,834,1
1340,3333,0.26,1.24,7.8,0.052,0.94662,4.29,0.47,8.9,2,1.0,3.3,M,**,0.0,281,1
1341,3335,0.76,0.1,1.6,-0.109,0.97001,3.37,0.89,14.8,2,3.0,1.44,R,*,0.0,0,0
1342,3339,1.045,0.03,-61.7,0.3,0.98189,3.07,-0.21,9.6,5,3.0,5.13,b,?,0.0,0,0
1343,3340,0.29,0.12,11.5,0.002,0.95563,2.16,0.32,9.0,2,3.0,5.53,R,*,0.0,0,0
1344,3341,0.26,0.27,18.2,0.048,1.04227,3.53,1.42,3.8,1,2.0,2.62,b,**,27.27272727272727,619,1
1345,3342,0.67,-0.32,-26.1,-0.29,0.99848,3.29,0.24,9.9,3,2.0,1.31,R,*,0.0,0,0
1346,3344,0.75,1.18,-15.6,0.037,1.06121,3.24,0.93,11.1,3,3.0,1.0,M,*,0.0,373,1
1347,3345,0.16,0.44,1.4,-0.265,0.9932,3.11,1.3,10.3,3,3.0,3.67,B,***,0.0,580,1
1348,3347,-0.08,0.06,1.3,0.07,0.9942,3.17,-0.79,7.2,3,1.0,1.04,m,?,0.0,0,0
1349,3353,0.26,-0.57,-68.5,0.478,0.9901,1.74,0.61,9.8,2,1.0,1.52,M,***,0.0,594,1
1350,3354,1.45,1.41,61.1,-0.897,1.00332,2.27,1.53,9.3,2,2.0,6.2,R,**,0.0,757,1
1351,3355,0.27,1.38,1.5,0.674,1.03369,3.32,0.33,11.1,2,2.0,5.93,B,**,7.6923076923076925,964,1
1352,3357,1.02,1.51,99999.0,-0.854,0.993,3.37,0.55,11.5,2,2.0,1.6,mb,?,16.666666666666664,0,0
1353,3360,-0.32,0.56,7.7,-0.076,0.9959,3.1,0.47,4.5,2,1.0,2.56,r,**,0.0,537,1
1354,3362,0.9,-0.74,1.3,0.055,0.97399,3.29,0.59,9.6,3,3.0,2.76,B,***,7.6923076923076925,901,1
1355,3363,-0.43,-1.3,7.9,-0.14,0.99527,2.04,2.09,9.5,2,1.0,2.53,B,?,0.0,0,0
1356,3366,0.24,-1.16,1.3,0.167,1.00512,4.76,0.38,10.2,1,1.0,1.43,R,**,0.0,1076,1
1357,3368,1.82,0.34,8.3,0.052,0.99627,2.63,0.52,6.9,3,2.0,1.95,B,**,0.0,575,1
1358,3369,-0.565,-1.18,5.9,-0.238,0.97712,2.93,1.45,10.2,5,2.0,1.88,R,**,0.0,721,1
1359,3370,0.44,0.68,-56.8,0.114,0.997,2.01,-0.12,18.7,7,1.0,3.22,R,*,0.0,0,0
1360,3372,0.74,0.52,14.6,0.553,0.99628,2.15,0.4,15.1,2,2.0,1.0,B,**,0.0,460,1
1361,3379,0.31,0.34,2.8,0.042,0.94013,2.3,0.47,101.0,2,1.0,1.0,R,***,0.0,500,1
1362,3393,1.17,0.27,65.7,-0.862,0.99807,3.25,-1.34,3.3,3,3.0,1.35,R,**,0.0,750,1
1363,3403,-0.5,-0.61,-48.7,0.041,0.9927,3.23,0.32,11.1,2,3.0,1.67,R,**,7.6923076923076925,414,1
1364,3409,-0.48,0.99,99999.0,-0.18,0.95524,3.68,0.73,8.1,3,3.0,4.29,M,*,0.0,0,0
1365,3412,0.44,0.31,6.85,0.053,0.99587,3.31,0.59,17.3,3,3.0,1.44,R,?,0.0,496,1
1366,3413,1.125,1.31,9.3,0.057,0.99438,3.83,0.41,9.5,1,2.0,3.0,B,?,0.0,0,0
1367,3417,1.95,-0.64,99999.0,0.223,0.96598,3.49,1.4,17.1,5,3.0,1.26,MM,*,7.6923076923076925,0,0
1368,3420,0.6,0.3,-45.7,0.135,1.00262,3.3,-1.31,101.0,3,2.0,1.0,R,***,0.0,714,1
1369,3421,0.22,0.62,17.5,0.039,0.9994,3.24,0.02,17.9,2,1.0,1.0,m,*,0.0,325,1
1370,3422,0.25,0.45,130.6,0.429,0.99064,3.59,0.48,2.4,3,3.0,1.28,MM,***,0.0,316,1
1371,3424,0.17,-0.3,1.5,0.288,0.9938,3.27,0.49,9.6,2,2.0,1.56,R,***,0.0,744,1
1372,3428,0.32,0.26,8.3,0.053,1.03267,3.25,1.23,13.8,2,2.0,1.09,B,**,0.0,850,1
1373,3429,0.38,1.21,4.6,0.225,0.9931,4.04,0.38,10.2,2,3.0,2.76,M,**,0.0,445,1
1374,3431,0.59,0.22,93.9,-0.224,0.99499,3.1,0.42,14.6,3,1.0,5.7,M,?,0.0,0,0
1375,3436,0.58,-0.34,2.8,0.075,0.97784,2.87,-0.18,7.5,5,1.0,1.0,MB,?,0.0,0,0
1376,3446,-0.91,-0.85,-112.7,0.007,0.99441,3.67,-0.35,9.8,2,3.0,2.32,m,*,0.0,158,1
1377,3447,-0.63,0.52,9.4,0.532,0.97835,3.33,-0.26,9.8,2,2.0,1.66,r,**,0.0,543,1
1378,3449,0.51,1.97,-27.0,-0.449,0.99335,3.09,0.51,12.8,4,1.0,5.77,R,?,0.0,301,1
1379,3452,-0.6,0.3,43.8,-0.543,0.992,4.27,0.98,11.2,2,3.0,1.15,B,**,0.0,984,1
1380,3453,1.19,0.46,6.2,0.056,0.9968,3.5,-0.28,101.0,2,3.0,2.98,B,**,0.0,403,1
1381,3455,0.22,-1.24,26.7,0.04,1.0199,3.34,-0.57,10.7,2,3.0,6.47,R,**,0.0,562,1
